datum_von,datum_bis,energietraeger,erzeugung_mwh,jahr,monat
2024-11-01,2024-12-01,Sonstige Konventionelle,1244702.75,2024,11
2024-11-01,2024-12-01,Steinkohle,3685594.0,2024,11
2024-11-01,2024-12-01,Wasserkraft,1118226.5,2024,11
2024-11-01,2024-12-01,Wind offshore,2233532.75,2024,11
2024-11-01,2024-12-01,Wind onshore,10259467.0,2024,11
2024-12-01,2025-01-01,Biomasse,3219102.0,2024,12
2024-12-01,2025-01-01,Braunkohle,6578007.75,2024,12
2024-12-01,2025-01-01,Erdgas,6663231.5,2024,12
2024-12-01,2025-01-01,Kernenergie,0.0,2024,12
2024-12-01,2025-01-01,Photovoltaik,1036765.75,2024,12
2024-12-01,2025-01-01,Pumpspeicher,790154.0,2024,12
2024-12-01,2025-01-01,Sonstige Erneuerbare,101042.25,2024,12
2024-12-01,2025-01-01,Sonstige Konventionelle,1341659.75,2024,12
2024-12-01,2025-01-01,Steinkohle,3096561.75,2024,12
2024-12-01,2025-01-01,Wasserkraft,1232445.0,2024,12
2024-12-01,2025-01-01,Wind offshore,2466866.25,2024,12
2024-12-01,2025-01-01,Wind onshore,13708154.25,2024,12
2025-01-01,2025-02-01,Biomasse,3215965.0,2025,1
2025-01-01,2025-02-01,Braunkohle,6826962.0,2025,1
2025-01-01,2025-02-01,Erdgas,7924274.25,2025,1
2025-01-01,2025-02-01,Kernenergie,0.0,2025,1
2025-01-01,2025-02-01,Photovoltaik,1627464.75,2025,1
2025-01-01,2025-02-01,Pumpspeicher,853112.25,2025,1
2025-01-01,2025-02-01,Sonstige Erneuerbare,96204.89,2025,1
2025-01-01,2025-02-01,Sonstige Konventionelle,1233616.75,2025,1
2025-01-01,2025-02-01,Steinkohle,3611040.75,2025,1
2025-01-01,2025-02-01,Wasserkraft,1301460.25,2025,1
2025-01-01,2025-02-01,Wind offshore,2539817.75,2025,1
2025-01-01,2025-02-01,Wind onshore,13201131.5,2025,1
2025-02-01,2025-03-01,Biomasse,2982355.25,2025,2
2025-02-01,2025-03-01,Braunkohle,7092101.0,2025,2
2025-02-01,2025-03-01,Erdgas,7702449.0,2025,2
2025-02-01,2025-03-01,Kernenergie,0.0,2025,2
2025-02-01,2025-03-01,Photovoltaik,3018648.0,2025,2
2025-02-01,2025-03-01,Pumpspeicher,744985.75,2025,2
2025-02-01,2025-03-01,Sonstige Erneuerbare,84728.25,2025,2
2025-02-01,2025-03-01,Sonstige Konventionelle,1157822.5,2025,2
2025-02-01,2025-03-01,Steinkohle,4236837.75,2025,2
2025-02-01,2025-03-01,Wasserkraft,1093729.0,2025,2
2025-02-01,2025-03-01,Wind offshore,2260150.5,2025,2
2025-02-01,2025-03-01,Wind onshore,7227404.0,2025,2
2025-03-01,2025-04-01,Biomasse,3129644.89,2025,3
2025-03-01,2025-04-01,Braunkohle,7277676.75,2025,3
2025-03-01,2025-04-01,Erdgas,5649854.75,2025,3
2025-03-01,2025-04-01,Kernenergie,0.0,2025,3
2025-03-01,2025-04-01,Photovoltaik,6906310.4,2025,3
2025-03-01,2025-04-01,Pumpspeicher,903139.0,2025,3
2025-03-01,2025-04-01,Sonstige Erneuerbare,87653.72,2025,3
2025-03-01,2025-04-01,Sonstige Konventionelle,1223664.75,2025,3
2025-03-01,2025-04-01,Steinkohle,3184093.5,2025,3
2025-03-01,2025-04-01,Wasserkraft,965179.75,2025,3
2025-03-01,2025-04-01,Wind offshore,1889088.0,2025,3
2025-03-01,2025-04-01,Wind onshore,6491692.25,2025,3
2025-04-01,2025-05-01,Biomasse,2974209.25,2025,4
2025-04-01,2025-05-01,Braunkohle,5340820.5,2025,4
2025-04-01,2025-05-01,Erdgas,3692677.25,2025,4
2025-04-01,2025-05-01,Kernenergie,0.0,2025,4
2025-04-01,2025-05-01,Photovoltaik,8951024.5,2025,4
2025-04-01,2025-05-01,Pumpspeicher,954915.25,2025,4
2025-04-01,2025-05-01,Sonstige Erneuerbare,81003.25,2025,4
2025-04-01,2025-05-01,Sonstige Konventionelle,1169981.0,2025,4
2025-04-01,2025-05-01,Steinkohle,2398520.0,2025,4
2025-04-01,2025-05-01,Wasserkraft,1003416.25,2025,4
2025-04-01,2025-05-01,Wind offshore,1080769.75,2025,4
2025-04-01,2025-05-01,Wind onshore,5843161.25,2025,4
2025-05-01,2025-06-01,Biomasse,2926019.0,2025,5
2025-05-01,2025-06-01,Braunkohle,4105918.5,2025,5
2025-05-01,2025-06-01,Erdgas,3130741.75,2025,5
2025-05-01,2025-06-01,Kernenergie,0.0,2025,5
2025-05-01,2025-06-01,Photovoltaik,10217138.5,2025,5
2025-05-01,2025-06-01,Pumpspeicher,984972.0,2025,5
2025-05-01,2025-06-01,Sonstige Erneuerbare,75802.0,2025,5
2025-05-01,2025-06-01,Sonstige Konventionelle,1182706.25,2025,5
2025-05-01,2025-06-01,Steinkohle,985455.25,2025,5
2025-05-01,2025-06-01,Wasserkraft,1175772.25,2025,5
2025-05-01,2025-06-01,Wind offshore,1861451.25,2025,5
2025-05-01,2025-06-01,Wind onshore,7858113.25,2025,5
2025-06-01,2025-07-01,Biomasse,2819445.0,2025,6
2025-06-01,2025-07-01,Braunkohle,3635517.75,2025,6
2025-06-01,2025-07-01,Erdgas,2394517.25,2025,6
2025-06-01,2025-07-01,Kernenergie,0.0,2025,6
2025-06-01,2025-07-01,Photovoltaik,10536110.75,2025,6
2025-06-01,2025-07-01,Pumpspeicher,916778.25,2025,6
2025-06-01,2025-07-01,Sonstige Erneuerbare,65539.75,2025,6
2025-06-01,2025-07-01,Sonstige Konventionelle,1064827.75,2025,6
2025-06-01,2025-07-01,Steinkohle,1201003.75,2025,6
2025-06-01,2025-07-01,Wasserkraft,1343208.75,2025,6
2025-06-01,2025-07-01,Wind offshore,1848906.25,2025,6
2025-06-01,2025-07-01,Wind onshore,8676526.75,2025,6
2025-07-01,2025-08-01,Biomasse,2882519.84,2025,7
2025-07-01,2025-08-01,Braunkohle,5754061.25,2025,7
2025-07-01,2025-08-01,Erdgas,2927114.0,2025,7
2025-07-01,2025-08-01,Kernenergie,0.0,2025,7
2025-07-01,2025-08-01,Photovoltaik,9056373.02,2025,7
2025-07-01,2025-08-01,Pumpspeicher,808930.25,2025,7
2025-07-01,2025-08-01,Sonstige Erneuerbare,66518.95,2025,7
2025-07-01,2025-08-01,Sonstige Konventionelle,1077294.0,2025,7
2025-07-01,2025-08-01,Steinkohle,1909475.25,2025,7
2025-07-01,2025-08-01,Wasserkraft,1405119.49,2025,7
2025-07-01,2025-08-01,Wind offshore,1561247.83,2025,7
2025-07-01,2025-08-01,Wind onshore,6167800.71,2025,7
2025-08-01,2025-09-01,Biomasse,2852499.35,2025,8
2025-08-01,2025-09-01,Braunkohle,4518747.75,2025,8
2025-08-01,2025-09-01,Erdgas,3015974.75,2025,8
2025-08-01,2025-09-01,Kernenergie,0.0,2025,8
2025-08-01,2025-09-01,Photovoltaik,9672278.48,2025,8
2025-08-01,2025-09-01,Pumpspeicher,843045.25,2025,8
2025-08-01,2025-09-01,Sonstige Erneuerbare,73973.16,2025,8
2025-08-01,2025-09-01,Sonstige Konventionelle,1075939.5,2025,8
2025-08-01,2025-09-01,Steinkohle,1301445.0,2025,8
2025-08-01,2025-09-01,Wasserkraft,1463011.45,2025,8
2025-08-01,2025-09-01,Wind offshore,1699077.95,2025,8
2025-08-01,2025-09-01,Wind onshore,5459159.51,2025,8
2025-09-01,2025-10-01,Biomasse,2794210.42,2025,9
2025-09-01,2025-10-01,Braunkohle,4925688.75,2025,9
2025-09-01,2025-10-01,Erdgas,3790773.75,2025,9
2025-09-01,2025-10-01,Kernenergie,0.0,2025,9
2025-09-01,2025-10-01,Photovoltaik,6435895.39,2025,9
2025-09-01,2025-10-01,Pumpspeicher,733651.25,2025,9
2025-09-01,2025-10-01,Sonstige Erneuerbare,72157.99,2025,9
2025-09-01,2025-10-01,Sonstige Konventionelle,1014139.0,2025,9
2025-09-01,2025-10-01,Steinkohle,1397569.0,2025,9
2025-09-01,2025-10-01,Wasserkraft,1208876.63,2025,9
2025-09-01,2025-10-01,Wind offshore,2410541.28,2025,9
2025-09-01,2025-10-01,Wind onshore,9721142.41,2025,9
2025-10-01,2025-11-01,Biomasse,3034056.45,2025,10
2025-10-01,2025-11-01,Braunkohle,5648721.13,2025,10
2025-10-01,2025-11-01,Erdgas,5275413.52,2025,10
2025-10-01,2025-11-01,Kernenergie,0.0,2025,10
2025-10-01,2025-11-01,Photovoltaik,3642622.45,2025,10
2025-10-01,2025-11-01,Pumpspeicher,756737.01,2025,10
2025-10-01,2025-11-01,Sonstige Erneuerbare,79788.3,2025,10
2025-10-01,2025-11-01,Sonstige Konventionelle,1394098.94,2025,10
2025-10-01,2025-11-01,Steinkohle,2166156.53,2025,10
2025-10-01,2025-11-01,Wasserkraft,1116769.65,2025,10
2025-10-01,2025-11-01,Wind offshore,2901834.16,2025,10
2025-10-01,2025-11-01,Wind onshore,13695534.4,2025,10
2025-11-01,2025-12-01,Biomasse,3069622.61,2025,11
2025-11-01,2025-12-01,Braunkohle,6595504.11,2025,11
2025-11-01,2025-12-01,Erdgas,7519788.06,2025,11
2025-11-01,2025-12-01,Kernenergie,0.0,2025,11
2025-11-01,2025-12-01,Photovoltaik,2210900.1,2025,11
2025-11-01,2025-12-01,Pumpspeicher,673562.25,2025,11
2025-11-01,2025-12-01,Sonstige Erneuerbare,81528.93,2025,11
2025-11-01,2025-12-01,Sonstige Konventionelle,1350662.8,2025,11
2025-11-01,2025-12-01,Steinkohle,3165924.61,2025,11
2025-11-01,2025-12-01,Wasserkraft,1084135.1,2025,11
2025-11-01,2025-12-01,Wind offshore,2716300.26,2025,11
2025-11-01,2025-12-01,Wind onshore,9952192.85,2025,11
2025-12-01,2026-01-01,Biomasse,3193590.01,2025,12
2025-12-01,2026-01-01,Braunkohle,5444634.18,2025,12
2025-12-01,2026-01-01,Erdgas,7523775.97,2025,12
2025-12-01,2026-01-01,Kernenergie,0.0,2025,12
2025-12-01,2026-01-01,Photovoltaik,1509063.85,2025,12
2025-12-01,2026-01-01,Pumpspeicher,719716.35,2025,12
2025-12-01,2026-01-01,Sonstige Erneuerbare,88217.82,2025,12
2025-12-01,2026-01-01,Sonstige Konventionelle,1429378.01,2025,12
2025-12-01,2026-01-01,Steinkohle,2599886.52,2025,12
2025-12-01,2026-01-01,Wasserkraft,1022205.69,2025,12
2025-12-01,2026-01-01,Wind offshore,3425383.69,2025,12
2025-12-01,2026-01-01,Wind onshore,12474033.51,2025,12
